Kode,Judul,Keterangan
47303,Perdagangan Eceran Minyak Pelumas Di Toko,Kelompok ini mencakup usaha perdagangan eceran minyak pelumas di toko. Termasuk perdagangan eceran produk pendingin untuk mobil
47411,Perdagangan Eceran Komputer Dan Perlengkapannya,"Kelompok ini mencakup usaha perdagangan eceran khusus macam-macam komputer, peralatan dan perlengkapannya"
47412,Perdagangan Eceran Peralatan Video Game Dan Sejenisnya,Kelompok ini mencakup perdagangan eceran peralatan video game
47413,Perdagangan Eceran Piranti Lunak (software),"Kelompok ini mencakup usaha perdagangan eceran khusus piranti lunak (software), seperti bermacam piranti lunak, termasuk piranti lunak untuk video game"
47414,Perdagangan Eceran Alat Telekomunikasi,"Kelompok ini mencakup usaha perdagangan eceran alat telekomunikasi, seperti handphone, pesawat telepon dan perlengkapannya lainnya"
47415,Perdagangan Eceran Mesin Kantor,"Kelompok ini mencakup usaha perdagangan eceran khusus mesin kantor selain komputer, seperti bermacam mesin tik, mesin hitung, cash register dan sejenisnya"
47420,Perdagangan Eceran Khusus Peralatan Audio Dan Video Di Toko,"Kelompok ini mencakup usaha perdagangan eceran khusus peralatan audio dan video, seperti radio, televisi, video, tape recorder, audio amplifier dan cassete recorder. Termasuk peralatan stereo dan peralatan perekam dan pemutar CD dan DVD."
47511,Perdagangan Eceran Tekstil,"Kelompok ini mencakup usaha perdagangan eceran khusus tekstil, seperti macam-macam kain terbuat dari serat alam, sintetis, maupun campuran, kain tenun (kain sarung katun, kain sarung polister, kain suiting sutera, kain suiting serat campuran), kain cetak (kain cetak kapas, kain cetak polyamida, kain kedap air), kain batik (kain batik tulis, kain batik cap, kain batik kombinasi tulis dan cap) dan kain rajut (kain rajut wol, kain rajut rayon, kain rajut wol/kapas). Termasuk perdagangan eceran bahan dasar untuk pembuatan permadani, permadani hiasan dinding dan bordiran atau sulaman"
47512,Perdagangan Eceran Perlengkapan Rumah Tangga Dari Tekstil,"Kelompok ini mencakup usaha perdagangan eceran khusus perlengkapan rumah tangga dari tekstil, seperti taplak meja, seprei, sarung bantal, kelambu, kain kasur, kain bantal, kain pel, linen rumah tangga dan lain-lain"
47513,Perdagangan Eceran Perlengkapan Jahit Menjahit,"Kelompok ini mencakup usaha perdagangan eceran khusus perlengkapan jahit menjahit, seperti benang dan jarum jahit"
47521,Perdagangan Eceran Barang Logam Untuk Bahan Konstruksi,"Kelompok ini mencakup usaha perdagangan eceran khusus barang logam untuk bahan konstruksi seperti baja tulangan, baja profil, pelat baja, dan baja lembaran, pipa besi/baja, kawat tali, kawat nyamuk, paku, mur/baut, engsel, gerendel, kunci, anak kunci, tangki air, menara air, rolling door, awning dan seng lembaran"
47522,Perdagangan Eceran Kaca,"Kelompok ini mencakup usaha perdagangan eceran khusus kaca lembaran untuk bahan konstruksi, seperti kaca lembaran bening, kaca lembaran buram, kaca lembaran bening berwarna dan kaca lembaran berukir."
47523,"Perdagangan Eceran Genteng, Batu Bata, Ubin Dan Sejenisnya Dari Tanah Liat, Kapur, Semen Atau Kaca","Kelompok ini mencakup usaha perdagangan eceran khusus genteng, batu bata dan ubin yang terbuat dari tanah liat, kapur, semen, atau gelas untuk bahan konstruksi, seperti genteng pres, genteng kodok, batu bata pres, batu bata berongga, bata tahan api, ubin lantai, ubin dinding, ubin batako, termasuk juga lubang angin, bak mandi, kloset, eternit, pipa irigasi dan buis"
47524,"Perdagangan Eceran Semen, Kapur, Pasir Dan Batu","Kelompok ini mencakup usaha perdagangan eceran khusus semen, kapur, pasir dan batu untuk bahan konstruksi, seperti semen portland putih, semen portland abu-abu, semen posolan kapur, semen portland posolan, kapur tohor, kapur tembok, pasir, kerikil, koral, batu, batu pecahan, batu lempengan, batu pualam dan kubus mosaik"
47525,Perdagangan Eceran Bahan Konstruksi Dari Porselen,"Kelompok ini mencakup usaha perdagangan eceran khusus bahan konstruksi dari porselen, seperti kloset, bidet, wastafel, winoir, bak cuci, bak mandi dan ubin dinding"
47526,Perdagangan Eceran Bahan Konstruksi Dari Kayu,"Kelompok ini mencakup usaha perdagangan eceran khusus bahan konstruksi dari kayu, seperti papan, galar, papan reng, papan lis, tiang telepon, tiang listrik, balok bantalan, kusen pintu/jendela, daun pintu/jendela, ubin kayu, atap kayu (sirap), kayu lapis tripleks, kayu lapis interior, teak wood, particle board, chip board, kayu pelapis dan kayu lapis untuk cetak beton."
47527,"Perdagangan Eceran Cat, Pernis Dan Lak","Kelompok ini mencakup usaha perdagangan eceran khusus berbagai macam cat untuk bahan konstruksi, seperti cat dasar, cat logam, cat kayu dan cat tembok. Termasuk juga perdagangan eceran email, dempul, plamir dan pernis dan lak"
47528,Perdagangan Eceran Berbagai Macam Material Bangunan,"Kelompok ini mencakup usaha perdagangan eceran khusus berbagai macam material bangunan, seperti semen, pasir , paku, cat dan lain-lain"
47529,Perdagangan Eceran Bahan Dan Barang Konstruksi Lainnya,"Kelompok ini mencakup usaha perdagangan eceran khusus bahan dan barang konstruksi lainnya yang belum tercakup dalam kelompok 47521 s.d. 47528, seperti pipa dan selang dari plastik, formika, plastik lembaran bergelombang, asbes semen rata, asbes semen berlapis dan pipa saluran asbes semen. Termasuk perdagangan eceran pemotong rumput dan alat mandi uap"
47530,"Perdagangan Eceran Khusus Karpet, Permadani Dan Penutup Dinding Dan Lantai Di Toko","Kelompok ini mencakup usaha perdagangan eceran khusus karpet, permadani dan penutup dinding dan lantai, termasuk keset kamar mandi, sajadah, karpet, tirai, gorden dan lain-lain"
47591,Perdagangan Eceran Furnitur,"Kelompok ini mencakup usaha perdagangan eceran khusus furniture, seperti meja, kursi, lemari, tempat tidur, rak buku, rak sepatu dan bufet. Termasuk juga usaha perdagangan eceran khusus kasur dan bantal/guling"
47592,Perdagangan Eceran Peralatan Listrik Rumah Tangga Dan Peralatan Penerangan Dan Perlengkapannya,"Kelompok ini mencakup usaha perdagangan eceran khusus peralatan listrik rumah tangga dan perlengkapan penerangan, seperti mesin cuci, lemari es, kipas angin, alat pengisap debu, alat penggosok lantai, mixer, seterika listrik, blender, lampu pijar, lampu neon, starter, ballast, reflektor, kabel, sakelar, stop kontak, fiting dan sekering"
47593,Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Plastik,"Kelompok ini mencakup usaha perdagangan eceran khusus barang pecah belah dan perlengkapan dapur yang terbuat dari plastik, seperti piring, pisin, mangkok, cangkir, teko, sendok, garpu, rantang, stoples, botol susu bayi, panci, baki, ember, termos dan jerigen"
47594,Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Batu Atau Tanah Liat,"Kelompok ini mencakup usaha perdagangan eceran khusus barang pecah belah dan perlengkapan dapur yang terbuat dari batu atau tanah liat, seperti piring, mangkok, cangkir, teko, kendi, periuk, cobek, tempayan, lumpang, asbak dan uleg-uleg"
47595,"Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Dari Kayu, Bambu Atau Rotan","Kelompok ini mencakup usaha perdagangan eceran khusus barang pecah belah dan perlengkapan dapur yang terbuat dari kayu, bambu atau rotan, seperti rak bambu, alu, lesung, parutan kelapa, talenan, papan gilesan, centong, bakul, tampah, kukusan, kipas, tudung saji, tusukan sate dan gilingan daging"
47596,"Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Bukan Dari Plastik, Batu, Tanah Liat, Kayu, Bambu Atau Rotan","Kelompok ini mencakup usaha perdagangan eceran khusus barang pecah belah dan perlengkapan dapur yang terbuat bukan dari plastik, batu, tanah liat, kayu, bambu atau rotan, seperti piring, pisau, mangkok, cangkir, teko, sendok, garpu, rantang, stoples, botol susu bayi, panci, baki, termos, kompor gas dan kompor minyak tanah. Baik yang terbuat dari kaca atau dari logam atau bahan lainnya"
47597,Perdagangan Eceran Alat Musik,"Kelompok ini mencakup usaha perdagangan eceran khusus alat musik, baik alat musik tradisional maupun alat musik modern, seperti kecapi, seruling bambu, calung, angklung, kulintang, gamelan, set, rebab, rebana, tifa, sasando, seruling (flute), saksophone, harmonika, trombone, gitar, mandolin, ukulele, harpa, bass, gambus, biola, cello, piano/organ, drum set dan garpu tala."
47599,Perdagangan Eceran Peralatan Dan Perlengkapan Rumah Tangga Lainnya Dalam Subgolongan 4759,Kelompok ini mencakup usaha perdagangan eceran khusus peralatan dan perlengkapan rumah tangga lainnya dalam subgolongan 4759 yang belum diklasifikasikan di tempat lain
47611,Perdagangan Eceran Alat Tulis Menulis Dan Gambar,"Kelompok ini mencakup usaha perdagangan eceran khusus alat tulis-menulis dan gambar, seperti pensil, pulpen, spidol, balpoin, sign pen, pensil mekanik, jangka, kuas gambar, rapido, crayon dan pastel, papan tulis, meja gambar, white board, alat-alat sablon, pita mesin tulis, cat air, cat minyak, karet penghapus, kayu penghapus, tip-ex, tinta, pengasah pensil, penggaris dan kapur tulis"
47612,Perdagangan Eceran Hasil Pencetakan Dan Penerbitan,"Kelompok ini mencakup usaha perdagangan eceran khusus hasil pencetakan dan penerbitan, seperti faktur, nota, kuitansi, kartu nama, etiket, amplop, agenda, buku alamat, kartu ucapan, kartu pos, perangko, materai, album, buku tulis, buku gambar, kertas bergaris, kertas grafik, atlas, huruf braile, surat kabar, majalah, buletin, kamus, buku ilmu pengetahuan dan buku bergambar."
47620,Perdagangan Eceran Khusus Rekaman Musik Dan Video Di Toko,"Kelompok ini mencakup usaha perdagangan eceran khusus rekaman musik dan video, seperti audio tape, CD dan kaset dan video tape dan DVD. Termasuk perdagangan eceran kaset dan CD/DVD kosong."
47630,Perdagangan Eceran Khusus Peralatan Olahraga Di Toko,"Kelompok ini mencakup usaha perdagangan eceran khusus peralatan olahraga, seperti berbagai macam bola, raket, jaring/net, stik, bat, peralatan panahan, peralatan pancing, peralatan anggar, peralatan terjun payung, sepatu roda/skate board, sarung tinju, halter, sepeda olahraga, perlengkapan catur, meja biliar, meja pingpong, perlengkapan golf, alat pengaman olahraga, matras, spring board, scoring board, dan ring tinju. Termasuk perdagangan eceran peralatan untuk kemah, perahu dan sepeda standard, sepeda balap dan sepeda mini."
47640,Perdagangan Eceran Khusus Alat Permainan Dan Mainan Anak-anak Di Toko,"Kelompok ini mencakup usaha perdagangan eceran khusus alat permainan dan mainan anak-anak, seperti boneka, kelereng, bekel, congklak, scrable, karambol, mainan yang berupa alat musik, mobil-mobilan, mainan berupa senjata, mainan berupa alat memasak dan mainan berupa perabotan rumah tangga yang terbuat dari berbagai bahan."
47650,"Perdagangan Eceran Kertas, Kertas Karton Dan Barang Dari Kertas/karton","Kelompok ini mencakup usaha perdagangan eceran khusus kertas, karton dan barang dari kertas/karton, seperti kertas HVS, kertas doorslag, kertas kraft, kertas tipis, kertas kalkir, kertas berwarna, karton manila, karton buffalo skin, karton serat (fiber board), kertas pembungkus (wrapping), karton kemasan untuk makanan/minuman, kantong kertas, kertas/karton berlapis, kertas surat (stationary), stensil sheet, kertas karbon dan kertas duplikator"
47711,Perdagangan Eceran Pakaian,"Kelompok ini mencakup usaha perdagangan eceran khusus pakaian, baik terbuat dari tekstil, kulit, maupun kulit buatan, seperti kemeja, celana, jas, mantel, jaket, piyama, kebaya, blus, rok, daster, singlet, kutang/BH, gaun, rok dalam, baju bayi, pakaian tari, pakaian adat, mukena dan jubah"
47712,"Perdagangan Eceran Sepatu, Sandal Dan Alas Kaki Lainnya","Kelompok ini mencakup usaha perdagangan eceran khusus sepatu, sandal dan alas kaki lainnya baik terbuat dari kulit, kulit buatan, plastik, karet, kain maupun kayu, seperti sepatu laki-laki dewasa, sepatu perempuan dewasa, sepatu anak, sepatu olahraga, sepatu sandal, sandal, selop dan sepatu kesehatan"
47713,Perdagangan Eceran Pelengkap Pakaian,"Kelompok ini mencakup usaha perdagangan eceran khusus pelengkap pakaian, seperti selendang, kerudung, sapu tangan, ikat kepala, blangkon, peci, topi, dasi, ikat pinggang, cadar, sarung tangan, kaos kaki, handuk dan selimut. Termasuk juga perdagangan eceran kancing baju, ritsleting dan lainnya"
47714,"Perdagangan Eceran Tas, Dompet, Koper, Ransel Dan Sejenisnya","Kelompok ini mencakup usaha perdagangan eceran khusus tas, dompet, koper, ransel dan sejenisnya baik terbuat dari kulit, kulit buatan, tekstil, plastik ataupun karet, seperti tas tangan, tas belanja, tas sekolah, tas surat, tas olahraga, dompet, kotak rias, sarung pedang/pisau, tempat kamera, tempat kaca mata dan kotak pensil."
47721,Perdagangan Eceran Bahan Kimia,"Kelompok ini mencakup usaha perdagangan eceran khusus bahan kimia di dalam bangunan, seperti soda kostik, soda abu, kalium hidroksida, amoniak, argon, bahan pewarna, bahan pengawet, bahan untuk pestisida, pelarut dan eter."
47722,Perdagangan Eceran Barang Farmasi Di Apotik,"Kelompok ini mencakup usaha perdagangan eceran khusus barang farmasi dan obat-obatan yang berbentuk jadi (sediaan) di apotik, misalnya dalam bentuk tablet, kapsul, salep, bubuk, larutan, larutan parenteral dan suspensi, seperti obat-obat untuk penyakit kulit, mata, gigi, telinga, saluran pernapasan, saluran pencernaan, darah tinggi, kelainan hormon dan vitamin-vitamin, termasuk juga barang keperluan kesehatan dari karet, antara lain kondom, alat sedot susu ibu, dot susu, kantong darah, sarung tangan untuk pembedahan, pipet karet, alat keluarga berencana dan sumbat karet untuk botol kecil (vial) farmasi"
47723,Perdagangan Eceran Barang Farmasi Bukan Di Apotik,"Kelompok ini mencakup usaha perdagangan eceran khusus barang farmasi dan obat-obatan yang berbentuk jadi (sediaan) bukan apotik , misalnya dalam bentuk tablet, kapsul, salep, larutan, larutan parenteral dan suspensi, seperti obat-obatan untuk penyakit kulit, mata, gigi, telinga, saluran pernapasan, saluran pencernaan, darah tinggi, kelainan hormon dan vitamin-vitamin. Contohnya adalah toko obat."
47724,Perdagangan Eceran Obat Tradisional,"Kelompok ini mencakup usaha perdagangan eceran khusus berbagai macam jamu (obat tradisional) yang bahannya berasal dari tumbuh-tumbuhan, hewan atau mineral misalnya yang berbentuk pil, kapsul, bubuk dan bentuk cair di dalam bangunan"
47725,Perdagangan Eceran Kosmetik,"Kelompok ini mencakup usaha perdagangan eceran khusus barang-barang kosmetik, seperti kosmetik untuk tata rias muka (eye shadow, maskara, krim wajah, lipstik, lipliner); preparat wangi-wangian (cologne, toilet water, parfum), preparat rambut (sampo, tonik rambut, minyak rambut); preparat kuku (base coat, nail polish, nail cream, cuticle remover); preparat perawat kulit (baby oil, cleansing lotion, masker, krim kaki); preparat untuk kebersihan badan (deodoran semprot, deodoran krim, douches); preparat cukur (sabun cukur, shaving cream); kosmetik tradisional (bedak, mangir, lulur); kosmetik lainnya antara lain bedak badan, kapas kecantikan dan baby powder. Contohnya toko kosmetik"
47726,"Perdagangan Eceran Alat Laboratorium, Farmasi Dan Kesehatan","Kelompok ini mencakup usaha perdagangan eceran khusus alat laboratorium, farmasi dan kesehatan, antara lain berbagai macam alat laboratorium dari gelas (tabung uji, tabung ukur, kaca sorong mikroskop, cuvet, botol serum/infus); alat laboratorium dari porselen (tabung kimia, piring penapis, lumpang dan alu, cawan); alat dan perlengkapan profesi kedokteran (instrumen dan pesawat bedah, instrumen dan pesawat perawatan gigi, aparat elektro medis, termometer, pengukuran tekanan darah)."
47727,Perdagangan Eceran Aromatik/penyegar (minyak Atsiri),"Kelompok ini mencakup usaha perdagangan eceran khusus aromatik/penyegar minyak atsiri, seperti minyak kenanga, minyak sereh, minyak kayu putih, minyak cendana, minyak lawang, minyak tengkawang, minyak gandapura, minyak jarak, minyak kapulaga, minyak pala, minyak delas dan minyak akar wangi"
47729,Perdagangan Eceran Lainnya Bukan Yang Tercakup Pada Kelompok 47721 S.d. 47727,"Kelompok ini mencakup usaha perdagangan eceran khusus lainnya yang belum tercakup dalam kelompok 47721 s.d. 47727, seperti gelatin, bahan isolasi panas selain plastik dan karet, bahan semir, kapur barus dan bahan jamu (simplisia)."
47731,Perdagangan Eceran Alat Fotografi Dan Perlengkapannya,"Kelompok ini mencakup usaha perdagangan eceran khusus alat fotografi dan perlengkapannya, seperti kamera foto, kamera sinematografi, proyektor sinematografi, pesawat rekam suara, pesawat reproduksi suara proyektor gambar, over head projector, aparat cahaya kilat fotografi, frame kamera, camera bodies, perlengkapan proyektor gambar dan cassete film transfer"
